time	count
0.00	0.00
5335026.00	0.00
5363346.00	0.00
5365327.00	0.00
5366828.00	0.00
5368276.00	0.00
5369744.00	0.00
5371177.00	0.00
35321605.00	0.00
35321884.00	0.00
35321966.00	0.00
35322038.00	0.00
35322104.00	0.00
35322157.00	0.00
35322216.00	0.00
