level	start	end	color	opacity	title	initiation	in	out	children	parents	prof_uid
2	5319394	5320377	#FFC0CB	1.0	ProfTask <3>						451741
2	5369612	5369637	#FFC0CB	1.0	ProfTask <6>						451743
2	5370824	5370836	#FFC0CB	1.0	ProfTask <7>						451745
2	5373346	5373362	#FFC0CB	1.0	ProfTask <8>						451747
2	5385756	5386282	#ff4a00	1.0	initialize_matrix <10>						352268
2	5392258	5393138	#2b00ff	1.0	CG_iter <12>						439253
2	5393138	5398697	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5398697	5398751	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5398751	5398769	#2b00ff	1.0	CG_iter <12>						439253
2	5398769	5398997	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5398997	5399030	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5399030	5399039	#2b00ff	1.0	CG_iter <12>						439253
2	5399039	5399285	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5399285	5399315	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5399315	5399318	#2b00ff	1.0	CG_iter <12>						439253
2	5399318	5399579	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5399579	5399608	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5399608	5399611	#2b00ff	1.0	CG_iter <12>						439253
2	5399611	5401036	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5401036	5401062	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5401062	5401238	#2b00ff	1.0	CG_iter <12>						439253
2	5401238	5403450	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5403450	5403478	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5403478	5403714	#2b00ff	1.0	CG_iter <12>						439253
2	5403714	5405690	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5405690	5405716	#2b00ff	0.45	CG_iter <12> (ready)						439253
2	5405716	5405896	#2b00ff	1.0	CG_iter <12>						439253
2	5405896	5407902	#2b00ff	0.15	CG_iter <12> (waiting)						439253
2	5407902	5407930	#2b00ff	0.45	CG_iter <12> (ready)						439253
