time	count
0.00	0.00
5333852.00	0.00
5365421.00	0.00
5367559.00	0.00
5369052.00	0.00
5371067.00	0.00
5372798.00	0.00
5374652.00	0.00
32855761.00	0.00
32856035.00	0.00
32856101.00	0.00
32856155.00	0.00
32856213.00	0.00
32856263.00	0.00
32856318.00	0.00
