time	count
0.00	0.00
5054829.00	0.00
5060166.00	0.00
5061852.00	0.00
5063314.00	0.00
5064828.00	0.00
5066321.00	0.00
5070076.00	0.00
31520437.00	0.00
31520717.00	0.00
31520774.00	0.00
31520820.00	0.00
31520861.00	0.00
31520902.00	0.00
31520948.00	0.00
